State,City,Received,Approved,Denied,Pending,Category,Year,Quarter,Start_date,End_date
Florida,Miami,nan,56,nan,"1,057",Employment,2018,2,01-01-2018,03-31-2018
Florida,Fort Myers,0,20,0,63,Employment,2018,2,01-01-2018,03-31-2018
Florida,Oakland Park,nan,95,nan,737,Employment,2018,2,01-01-2018,03-31-2018
Florida,Orlando,0,115,nan,599,Employment,2018,2,01-01-2018,03-31-2018
Florida,Tampa,nan,118,nan,292,Employment,2018,2,01-01-2018,03-31-2018
Florida,West Palm Beach,0,65,nan,256,Employment,2018,2,01-01-2018,03-31-2018
Georgia,Atlanta,nan,179,12,"1,595",Employment,2018,2,01-01-2018,03-31-2018
Hawaii,Honolulu,0,21,nan,77,Employment,2018,2,01-01-2018,03-31-2018
Idaho,Boise,0,37,0,87,Employment,2018,2,01-01-2018,03-31-2018
Illinois,Chicago,nan,464,28,"1,537",Employment,2018,2,01-01-2018,03-31-2018
Indiana,Indianapolis,nan,85,0,310,Employment,2018,2,01-01-2018,03-31-2018
Iowa,Des Moines,0,63,nan,206,Employment,2018,2,01-01-2018,03-31-2018
Kansas,Wichita,0,nan,0,41,Employment,2018,2,01-01-2018,03-31-2018
Kentucky,Louisville,nan,56,nan,219,Employment,2018,2,01-01-2018,03-31-2018
Louisiana,New Orleans,0,135,nan,284,Employment,2018,2,01-01-2018,03-31-2018
Maine,Portland,nan,26,0,31,Employment,2018,2,01-01-2018,03-31-2018
Maryland,Baltimore,nan,196,nan,"1,329",Employment,2018,2,01-01-2018,03-31-2018
Massachusetts,Boston,nan,454,18,"1,260",Employment,2018,2,01-01-2018,03-31-2018
Massachusetts,Lawrence,nan,117,nan,343,Employment,2018,2,01-01-2018,03-31-2018
Michigan,Detroit,nan,355,13,"1,142",Employment,2018,2,01-01-2018,03-31-2018
Minnesota,St. Paul,0,54,nan,880,Employment,2018,2,01-01-2018,03-31-2018
Missouri,Kansas City,0,85,nan,225,Employment,2018,2,01-01-2018,03-31-2018
Missouri,St. Louis,0,67,0,312,Employment,2018,2,01-01-2018,03-31-2018
Montana,Helena,0,nan,0,34,Employment,2018,2,01-01-2018,03-31-2018
Nebraska,Omaha,0,39,nan,156,Employment,2018,2,01-01-2018,03-31-2018
Nevada,Las Vegas,nan,24,nan,113,Employment,2018,2,01-01-2018,03-31-2018
Nevada,Reno,nan,nan,0,47,Employment,2018,2,01-01-2018,03-31-2018
New Hampshire,Manchester,nan,45,nan,98,Employment,2018,2,01-01-2018,03-31-2018
New Jersey,Mount Laurel,nan,166,14,376,Employment,2018,2,01-01-2018,03-31-2018
New Jersey,Newark,11,741,31,"2,334",Employment,2018,2,01-01-2018,03-31-2018
New Mexico,Albuquerque,0,62,0,144,Employment,2018,2,01-01-2018,03-31-2018
New York,Albany,0,62,nan,196,Employment,2018,2,01-01-2018,03-31-2018
New York,Brooklyn,0,132,17,602,Employment,2018,2,01-01-2018,03-31-2018
New York,Buffalo,0,62,nan,257,Employment,2018,2,01-01-2018,03-31-2018
New York,Long Island,0,103,nan,368,Employment,2018,2,01-01-2018,03-31-2018
New York,New York,10,376,11,"1,681",Employment,2018,2,01-01-2018,03-31-2018
New York,Queens,nan,166,18,768,Employment,2018,2,01-01-2018,03-31-2018
North Carolina,Charlotte,nan,52,nan,439,Employment,2018,2,01-01-2018,03-31-2018
North Carolina,Raleigh,nan,162,nan,451,Employment,2018,2,01-01-2018,03-31-2018
Ohio,Cincinnati,0,48,nan,216,Employment,2018,2,01-01-2018,03-31-2018
Ohio,Cleveland,nan,69,0,330,Employment,2018,2,01-01-2018,03-31-2018
Ohio,Columbus,0,52,0,247,Employment,2018,2,01-01-2018,03-31-2018
Oklahoma,Oklahoma City,0,53,nan,236,Employment,2018,2,01-01-2018,03-31-2018
Oregon,Portland,nan,166,nan,500,Employment,2018,2,01-01-2018,03-31-2018
Pennsylvania,Philadelphia,nan,285,nan,820,Employment,2018,2,01-01-2018,03-31-2018
Pennsylvania,Pittsburgh,0,111,nan,446,Employment,2018,2,01-01-2018,03-31-2018
Rhode Island,Providence,0,15,nan,77,Employment,2018,2,01-01-2018,03-31-2018
South Carolina,Charleston,0,44,nan,176,Employment,2018,2,01-01-2018,03-31-2018
South Carolina,Greer,0,41,0,69,Employment,2018,2,01-01-2018,03-31-2018
Tennessee,Memphis,0,127,nan,487,Employment,2018,2,01-01-2018,03-31-2018
Texas,Dallas,nan,534,85,"1,399",Employment,2018,2,01-01-2018,03-31-2018
Texas,El Paso,0,39,0,184,Employment,2018,2,01-01-2018,03-31-2018
Texas,Harlingen,0,27,nan,112,Employment,2018,2,01-01-2018,03-31-2018
Texas,Houston,18,779,27,"2,059",Employment,2018,2,01-01-2018,03-31-2018
Texas,San Antonio,nan,234,nan,858,Employment,2018,2,01-01-2018,03-31-2018
Utah,Salt Lake City,nan,56,0,230,Employment,2018,2,01-01-2018,03-31-2018
Vermont,St. Albans,0,25,0,46,Employment,2018,2,01-01-2018,03-31-2018
Virginia,Norfolk,nan,126,nan,332,Employment,2018,2,01-01-2018,03-31-2018
Washington,Seattle,nan,788,nan,"1,779",Employment,2018,2,01-01-2018,03-31-2018
Washington,Spokane,0,nan,0,45,Employment,2018,2,01-01-2018,03-31-2018
Washington,Yakima,0,17,nan,66,Employment,2018,2,01-01-2018,03-31-2018
West Virginia,Charleston,0,0,0,0,Employment,2018,2,01-01-2018,03-31-2018
Wisconsin,Milwaukee,0,68,0,279,Employment,2018,2,01-01-2018,03-31-2018
Guam,Agana,0,nan,nan,164,Employment,2018,2,01-01-2018,03-31-2018
U.S. Virgin Islands,Charlotte Amalie,0,0,0,nan,Employment,2018,2,01-01-2018,03-31-2018
U.S. Virgin Islands,Christiansted,0,0,0,nan,Employment,2018,2,01-01-2018,03-31-2018
Puerto Rico,San Juan,0,11,0,41,Employment,2018,2,01-01-2018,03-31-2018
Service Center,California,307,498,16,"1,853",Employment,2018,2,01-01-2018,03-31-2018
Service Center,National Benefits  Center,0,0,0,0,Employment,2018,2,01-01-2018,03-31-2018
Service Center,Nebraska,"15,134","9,621","1,272","55,551",Employment,2018,2,01-01-2018,03-31-2018
Service Center,Potomac,0,0,0,0,Employment,2018,2,01-01-2018,03-31-2018
Service Center,Texas,"15,315","5,075",734,"57,680",Employment,2018,2,01-01-2018,03-31-2018
Alabama,Montgomery,0,nan,0,295,Employment,2018,1,10-01-2018,12-31-2018
Alaska,Anchorage,0,0,0,12,Employment,2018,1,10-01-2018,12-31-2018
Arizona,Phoenix,0,12,nan,189,Employment,2018,1,10-01-2018,12-31-2018
Arizona,Tucson,0,12,0,41,Employment,2018,1,10-01-2018,12-31-2018
Arkansas,Fort Smith,0,25,nan,63,Employment,2018,1,10-01-2018,12-31-2018
California,Chula Vista,0,0,0,0,Employment,2018,1,10-01-2018,12-31-2018
California,Fresno,0,21,nan,54,Employment,2018,1,10-01-2018,12-31-2018
California,Imperial,0,0,0,nan,Employment,2018,1,10-01-2018,12-31-2018
California,Los Angeles,nan,121,nan,905,Employment,2018,1,10-01-2018,12-31-2018
California,Los Angeles County,0,45,nan,460,Employment,2018,1,10-01-2018,12-31-2018
California,Sacramento,0,27,nan,125,Employment,2018,1,10-01-2018,12-31-2018
California,San Bernardino,0,36,11,215,Employment,2018,1,10-01-2018,12-31-2018
California,San Diego,0,108,nan,425,Employment,2018,1,10-01-2018,12-31-2018
California,San Fernando Valley,0,42,nan,275,Employment,2018,1,10-01-2018,12-31-2018
California,San Francisco,0,330,0,"1,436",Employment,2018,1,10-01-2018,12-31-2018
California,San Jose,0,367,nan,"1,830",Employment,2018,1,10-01-2018,12-31-2018
California,Santa Ana,nan,127,nan,680,Employment,2018,1,10-01-2018,12-31-2018
Colorado,Denver,0,24,0,272,Employment,2018,1,10-01-2018,12-31-2018
Connecticut,Hartford,nan,35,nan,365,Employment,2018,1,10-01-2018,12-31-2018
Delaware,Dover,0,0,0,0,Employment,2018,1,10-01-2018,12-31-2018
District Of Columbia,Washington,0,146,10,708,Employment,2018,1,10-01-2018,12-31-2018
Florida,Hialeah,0,18,12,326,Employment,2018,1,10-01-2018,12-31-2018
Florida,Jacksonville,nan,28,nan,167,Employment,2018,1,10-01-2018,12-31-2018
Florida,Kendall,0,21,nan,112,Employment,2018,1,10-01-2018,12-31-2018
Florida,Miami,0,51,0,570,Employment,2018,1,10-01-2018,12-31-2018
Florida,Fort Myers,0,nan,0,29,Employment,2018,1,10-01-2018,12-31-2018
Florida,Oakland Park,nan,43,12,402,Employment,2018,1,10-01-2018,12-31-2018
Florida,Orlando,nan,17,nan,354,Employment,2018,1,10-01-2018,12-31-2018
Florida,Tampa,0,31,0,197,Employment,2018,1,10-01-2018,12-31-2018
Florida,West Palm Beach,0,23,nan,170,Employment,2018,1,10-01-2018,12-31-2018
Georgia,Atlanta,nan,141,nan,869,Employment,2018,1,10-01-2018,12-31-2018
Hawaii,Honolulu,0,10,nan,41,Employment,2018,1,10-01-2018,12-31-2018
Idaho,Boise,0,11,0,71,Employment,2018,1,10-01-2018,12-31-2018
Illinois,Chicago,nan,150,15,832,Employment,2018,1,10-01-2018,12-31-2018
Indiana,Indianapolis,nan,29,nan,163,Employment,2018,1,10-01-2018,12-31-2018
Iowa,Des Moines,0,13,0,119,Employment,2018,1,10-01-2018,12-31-2018
Kansas,Wichita,0,nan,0,15,Employment,2018,1,10-01-2018,12-31-2018
Kentucky,Louisville,0,21,nan,110,Employment,2018,1,10-01-2018,12-31-2018
Louisiana,New Orleans,0,24,nan,194,Employment,2018,1,10-01-2018,12-31-2018
Maine,Portland,0,16,0,39,Employment,2018,1,10-01-2018,12-31-2018
Maryland,Baltimore,nan,131,nan,888,Employment,2018,1,10-01-2018,12-31-2018
Massachusetts,Boston,0,218,nan,780,Employment,2018,1,10-01-2018,12-31-2018
Massachusetts,Lawrence,0,84,0,201,Employment,2018,1,10-01-2018,12-31-2018
Michigan,Detroit,0,135,nan,512,Employment,2018,1,10-01-2018,12-31-2018
Minnesota,St. Paul,0,18,0,358,Employment,2018,1,10-01-2018,12-31-2018
Missouri,Kansas City,0,39,0,149,Employment,2018,1,10-01-2018,12-31-2018
Missouri,St. Louis,0,22,0,180,Employment,2018,1,10-01-2018,12-31-2018
Montana,Helena,0,nan,0,11,Employment,2018,1,10-01-2018,12-31-2018
Nebraska,Omaha,0,10,0,63,Employment,2018,1,10-01-2018,12-31-2018
Nevada,Las Vegas,0,24,0,68,Employment,2018,1,10-01-2018,12-31-2018
Nevada,Reno,0,nan,nan,19,Employment,2018,1,10-01-2018,12-31-2018
New Hampshire,Manchester,0,26,0,72,Employment,2018,1,10-01-2018,12-31-2018
New Jersey,Mount Laurel,0,48,nan,246,Employment,2018,1,10-01-2018,12-31-2018
New Jersey,Newark,nan,298,24,"1,552",Employment,2018,1,10-01-2018,12-31-2018
New Mexico,Albuquerque,0,27,0,119,Employment,2018,1,10-01-2018,12-31-2018
New York,Albany,0,29,0,109,Employment,2018,1,10-01-2018,12-31-2018
New York,Brooklyn,nan,82,nan,263,Employment,2018,1,10-01-2018,12-31-2018
New York,Buffalo,0,38,nan,120,Employment,2018,1,10-01-2018,12-31-2018
New York,Long Island,0,41,12,235,Employment,2018,1,10-01-2018,12-31-2018
New York,New York,nan,172,nan,905,Employment,2018,1,10-01-2018,12-31-2018
New York,Queens,nan,78,20,479,Employment,2018,1,10-01-2018,12-31-2018
North Carolina,Charlotte,0,27,nan,263,Employment,2018,1,10-01-2018,12-31-2018
North Carolina,Raleigh,0,71,nan,332,Employment,2018,1,10-01-2018,12-31-2018
Ohio,Cincinnati,0,19,0,91,Employment,2018,1,10-01-2018,12-31-2018
Ohio,Cleveland,0,47,nan,136,Employment,2018,1,10-01-2018,12-31-2018
Ohio,Columbus,0,31,0,111,Employment,2018,1,10-01-2018,12-31-2018
Oklahoma,Oklahoma City,0,13,nan,127,Employment,2018,1,10-01-2018,12-31-2018
Oregon,Portland,0,62,nan,253,Employment,2018,1,10-01-2018,12-31-2018
Pennsylvania,Philadelphia,0,76,nan,515,Employment,2018,1,10-01-2018,12-31-2018
Pennsylvania,Pittsburgh,0,59,0,251,Employment,2018,1,10-01-2018,12-31-2018
Rhode Island,Providence,0,nan,0,44,Employment,2018,1,10-01-2018,12-31-2018
South Carolina,Charleston,0,10,0,79,Employment,2018,1,10-01-2018,12-31-2018
South Carolina,Greer,0,20,0,56,Employment,2018,1,10-01-2018,12-31-2018
Tennessee,Memphis,0,36,nan,335,Employment,2018,1,10-01-2018,12-31-2018
Texas,Dallas,nan,253,32,973,Employment,2018,1,10-01-2018,12-31-2018
Texas,El Paso,0,12,0,119,Employment,2018,1,10-01-2018,12-31-2018
Texas,Harlingen,0,nan,nan,82,Employment,2018,1,10-01-2018,12-31-2018
Texas,Houston,0,284,20,"1,314",Employment,2018,1,10-01-2018,12-31-2018
Texas,San Antonio,nan,73,0,512,Employment,2018,1,10-01-2018,12-31-2018
Utah,Salt Lake City,0,23,nan,120,Employment,2018,1,10-01-2018,12-31-2018
Vermont,St. Albans,0,13,nan,15,Employment,2018,1,10-01-2018,12-31-2018
Virginia,Norfolk,nan,20,nan,209,Employment,2018,1,10-01-2018,12-31-2018
Washington,Seattle,0,201,nan,"1,136",Employment,2018,1,10-01-2018,12-31-2018
Washington,Spokane,0,nan,0,23,Employment,2018,1,10-01-2018,12-31-2018
Washington,Yakima,0,nan,0,35,Employment,2018,1,10-01-2018,12-31-2018
West Virginia,Charleston,0,0,0,0,Employment,2018,1,10-01-2018,12-31-2018
Wisconsin,Milwaukee,nan,32,nan,164,Employment,2018,1,10-01-2018,12-31-2018
Guam,Agana,0,0,0,45,Employment,2018,1,10-01-2018,12-31-2018
U.S. Virgin Islands,Charlotte Amalie,0,0,0,nan,Employment,2018,1,10-01-2018,12-31-2018
U.S. Virgin Islands,Christiansted,0,0,0,0,Employment,2018,1,10-01-2018,12-31-2018
Puerto Rico,San Juan,0,0,0,31,Employment,2018,1,10-01-2018,12-31-2018
Service Center,California,927,365,16,"2,031",Employment,2018,1,10-01-2018,12-31-2018
Service Center,National Benefits  Center,0,0,0,0,Employment,2018,1,10-01-2018,12-31-2018
Service Center,Nebraska,"16,776","14,765","1,159","63,061",Employment,2018,1,10-01-2018,12-31-2018
Service Center,Potomac,0,0,0,0,Employment,2018,1,10-01-2018,12-31-2018
Service Center,Texas,"15,586","10,266",651,"49,642",Employment,2018,1,10-01-2018,12-31-2018
Alabama,Montgomery,0,17,nan,59,Employment,2017,4,07-01-2017,9-30-2017
Alaska,Anchorage,0,0,0,nan,Employment,2017,4,07-01-2017,9-30-2017
Arizona,Phoenix,nan,nan,0,90,Employment,2017,4,07-01-2017,9-30-2017
Arizona,Tucson,0,nan,nan,13,Employment,2017,4,07-01-2017,9-30-2017
Arkansas,Fort Smith,0,nan,0,14,Employment,2017,4,07-01-2017,9-30-2017
California,Chula Vista,0,0,0,0,Employment,2017,4,07-01-2017,9-30-2017
California,Fresno,0,0,0,19,Employment,2017,4,07-01-2017,9-30-2017
California,Imperial,0,0,0,nan,Employment,2017,4,07-01-2017,9-30-2017
California,Los Angeles,0,28,10,490,Employment,2017,4,07-01-2017,9-30-2017
California,Los Angeles County,0,27,nan,147,Employment,2017,4,07-01-2017,9-30-2017
California,Sacramento,0,nan,0,42,Employment,2017,4,07-01-2017,9-30-2017
California,San Bernardino,0,nan,nan,91,Employment,2017,4,07-01-2017,9-30-2017
California,San Diego,0,14,nan,159,Employment,2017,4,07-01-2017,9-30-2017
California,San Fernando Valley,0,20,nan,151,Employment,2017,4,07-01-2017,9-30-2017
California,San Francisco,0,33,nan,460,Employment,2017,4,07-01-2017,9-30-2017
California,San Jose,0,35,11,547,Employment,2017,4,07-01-2017,9-30-2017
California,Santa Ana,0,41,12,369,Employment,2017,4,07-01-2017,9-30-2017
Colorado,Denver,0,nan,0,81,Employment,2017,4,07-01-2017,9-30-2017
Connecticut,Hartford,0,13,10,122,Employment,2017,4,07-01-2017,9-30-2017
Delaware,Dover,0,0,0,0,Employment,2017,4,07-01-2017,9-30-2017
District Of Columbia,Washington,0,22,nan,326,Employment,2017,4,07-01-2017,9-30-2017
Florida,Hialeah,0,12,nan,98,Employment,2017,4,07-01-2017,9-30-2017
Florida,Jacksonville,0,10,0,56,Employment,2017,4,07-01-2017,9-30-2017
Florida,Kendall,0,12,nan,42,Employment,2017,4,07-01-2017,9-30-2017
Florida,Miami,0,12,nan,161,Employment,2017,4,07-01-2017,9-30-2017
Florida,Fort Myers,0,nan,0,15,Employment,2017,4,07-01-2017,9-30-2017
Florida,Oakland Park,0,13,10,72,Employment,2017,4,07-01-2017,9-30-2017
Florida,Orlando,0,22,nan,97,Employment,2017,4,07-01-2017,9-30-2017
Florida,Tampa,0,11,nan,47,Employment,2017,4,07-01-2017,9-30-2017
Florida,West Palm Beach,0,nan,nan,40,Employment,2017,4,07-01-2017,9-30-2017
Georgia,Atlanta,0,38,nan,272,Employment,2017,4,07-01-2017,9-30-2017
Hawaii,Honolulu,0,nan,nan,16,Employment,2017,4,07-01-2017,9-30-2017
Idaho,Boise,0,0,0,18,Employment,2017,4,07-01-2017,9-30-2017
Illinois,Chicago,0,73,14,267,Employment,2017,4,07-01-2017,9-30-2017
Indiana,Indianapolis,0,nan,nan,75,Employment,2017,4,07-01-2017,9-30-2017
Iowa,Des Moines,0,0,nan,30,Employment,2017,4,07-01-2017,9-30-2017
Kansas,Wichita,0,0,nan,nan,Employment,2017,4,07-01-2017,9-30-2017
Kentucky,Louisville,nan,nan,nan,28,Employment,2017,4,07-01-2017,9-30-2017
Louisiana,New Orleans,0,nan,nan,44,Employment,2017,4,07-01-2017,9-30-2017
Maine,Portland,0,0,0,12,Employment,2017,4,07-01-2017,9-30-2017
Maryland,Baltimore,0,37,nan,344,Employment,2017,4,07-01-2017,9-30-2017
Massachusetts,Boston,0,37,11,206,Employment,2017,4,07-01-2017,9-30-2017
Massachusetts,Lawrence,0,10,0,63,Employment,2017,4,07-01-2017,9-30-2017
Michigan,Detroit,0,30,nan,153,Employment,2017,4,07-01-2017,9-30-2017
Minnesota,St. Paul,0,nan,0,124,Employment,2017,4,07-01-2017,9-30-2017
Missouri,Kansas City,0,nan,0,38,Employment,2017,4,07-01-2017,9-30-2017
Missouri,St. Louis,0,0,nan,56,Employment,2017,4,07-01-2017,9-30-2017
Montana,Helena,0,0,0,nan,Employment,2017,4,07-01-2017,9-30-2017
Nebraska,Omaha,0,nan,nan,18,Employment,2017,4,07-01-2017,9-30-2017
Nevada,Las Vegas,0,11,0,49,Employment,2017,4,07-01-2017,9-30-2017
Nevada,Reno,0,nan,0,nan,Employment,2017,4,07-01-2017,9-30-2017
New Hampshire,Manchester,0,0,0,25,Employment,2017,4,07-01-2017,9-30-2017
New Jersey,Mount Laurel,0,10,nan,92,Employment,2017,4,07-01-2017,9-30-2017
New Jersey,Newark,0,46,27,627,Employment,2017,4,07-01-2017,9-30-2017
New Mexico,Albuquerque,0,nan,nan,59,Employment,2017,4,07-01-2017,9-30-2017
New York,Albany,0,nan,0,37,Employment,2017,4,07-01-2017,9-30-2017
New York,Buffalo,0,nan,0,55,Employment,2017,4,07-01-2017,9-30-2017
New York,Long Island,0,24,nan,178,Employment,2017,4,07-01-2017,9-30-2017
New York,New York,0,101,18,524,Employment,2017,4,07-01-2017,9-30-2017
New York,Queens,0,38,nan,216,Employment,2017,4,07-01-2017,9-30-2017
North Carolina,Charlotte,0,12,nan,62,Employment,2017,4,07-01-2017,9-30-2017
North Carolina,Raleigh,0,nan,0,99,Employment,2017,4,07-01-2017,9-30-2017
Ohio,Cincinnati,0,nan,nan,21,Employment,2017,4,07-01-2017,9-30-2017
Ohio,Cleveland,0,nan,nan,61,Employment,2017,4,07-01-2017,9-30-2017
Ohio,Columbus,0,nan,nan,51,Employment,2017,4,07-01-2017,9-30-2017
Oklahoma,Oklahoma City,0,10,nan,41,Employment,2017,4,07-01-2017,9-30-2017
Oregon,Portland,0,nan,nan,93,Employment,2017,4,07-01-2017,9-30-2017
Pennsylvania,Philadelphia,0,23,nan,157,Employment,2017,4,07-01-2017,9-30-2017
Pennsylvania,Pittsburgh,0,nan,0,82,Employment,2017,4,07-01-2017,9-30-2017
Rhode Island,Providence,0,0,0,13,Employment,2017,4,07-01-2017,9-30-2017
South Carolina,Charleston,0,nan,0,18,Employment,2017,4,07-01-2017,9-30-2017
South Carolina,Greer,0,0,0,22,Employment,2017,4,07-01-2017,9-30-2017
Tennessee,Memphis,0,20,nan,61,Employment,2017,4,07-01-2017,9-30-2017
Texas,Dallas,0,28,16,321,Employment,2017,4,07-01-2017,9-30-2017
Texas,El Paso,0,nan,0,33,Employment,2017,4,07-01-2017,9-30-2017
Texas,Harlingen,0,nan,0,20,Employment,2017,4,07-01-2017,9-30-2017
Texas,Houston,0,31,nan,326,Employment,2017,4,07-01-2017,9-30-2017
Texas,San Antonio,0,18,nan,159,Employment,2017,4,07-01-2017,9-30-2017
Utah,Salt Lake City,0,11,0,46,Employment,2017,4,07-01-2017,9-30-2017
Vermont,St. Albans,0,nan,0,16,Employment,2017,4,07-01-2017,9-30-2017
Virginia,Norfolk,0,nan,nan,54,Employment,2017,4,07-01-2017,9-30-2017
Washington,Seattle,0,33,nan,316,Employment,2017,4,07-01-2017,9-30-2017
Washington,Spokane,0,nan,0,nan,Employment,2017,4,07-01-2017,9-30-2017
Washington,Yakima,0,0,0,nan,Employment,2017,4,07-01-2017,9-30-2017
Wisconsin,Milwaukee,0,nan,0,46,Employment,2017,4,07-01-2017,9-30-2017
Guam,Agana,0,0,0,13,Employment,2017,4,07-01-2017,9-30-2017
U.S. Virgin Islands,Charlotte Amalie,0,0,0,0,Employment,2017,4,07-01-2017,9-30-2017
U.S. Virgin Islands,Christiansted,0,0,0,0,Employment,2017,4,07-01-2017,9-30-2017
Puerto Rico,San Juan,0,0,nan,nan,Employment,2017,4,07-01-2017,9-30-2017
Service Center,California,"1,188",458,14,"1,798",Employment,2017,4,07-01-2017,9-30-2017
Service Center,Nebraska,"13,094","11,769",976,"83,501",Employment,2017,4,07-01-2017,9-30-2017
Service Center,Potomac,0,0,0,0,Employment,2017,4,07-01-2017,9-30-2017
Service Center,Texas,"8,748","10,114",873,"54,469",Employment,2017,4,07-01-2017,9-30-2017
Alaska,Anchorage,0,nan,0,nan,Employment,2017,3,04-01-2017,06-30-2017
Arizona,Phoenix,0,nan,nan,38,Employment,2017,3,04-01-2017,06-30-2017
Arizona,Tucson,0,nan,0,nan,Employment,2017,3,04-01-2017,06-30-2017
Arkansas,Fort Smith,0,nan,0,nan,Employment,2017,3,04-01-2017,06-30-2017
California,Chula Vista,0,0,0,0,Employment,2017,3,04-01-2017,06-30-2017
California,Fresno,0,nan,nan,10,Employment,2017,3,04-01-2017,06-30-2017
California,Imperial,0,nan,0,0,Employment,2017,3,04-01-2017,06-30-2017
California,Los Angeles,0,52,nan,294,Employment,2017,3,04-01-2017,06-30-2017
California,Los Angeles County,0,19,nan,124,Employment,2017,3,04-01-2017,06-30-2017
California,Sacramento,0,nan,nan,12,Employment,2017,3,04-01-2017,06-30-2017
California,San Bernardino,0,16,nan,44,Employment,2017,3,04-01-2017,06-30-2017
California,San Diego,0,30,nan,31,Employment,2017,3,04-01-2017,06-30-2017
California,San Fernando Valley,0,nan,nan,78,Employment,2017,3,04-01-2017,06-30-2017
California,San Francisco,0,69,nan,110,Employment,2017,3,04-01-2017,06-30-2017
California,San Jose,0,49,nan,172,Employment,2017,3,04-01-2017,06-30-2017
California,Santa Ana,0,53,27,195,Employment,2017,3,04-01-2017,06-30-2017
Colorado,Denver,0,14,0,38,Employment,2017,3,04-01-2017,06-30-2017
Connecticut,Hartford,0,17,nan,61,Employment,2017,3,04-01-2017,06-30-2017
Delaware,Dover,0,0,0,0,Employment,2017,3,04-01-2017,06-30-2017
District Of Columbia,Washington,0,50,16,177,Employment,2017,3,04-01-2017,06-30-2017
Florida,Hialeah,0,29,nan,34,Employment,2017,3,04-01-2017,06-30-2017
Florida,Jacksonville,0,nan,0,29,Employment,2017,3,04-01-2017,06-30-2017
Florida,Kendall,0,nan,0,15,Employment,2017,3,04-01-2017,06-30-2017
Florida,Miami,0,19,nan,45,Employment,2017,3,04-01-2017,06-30-2017
Florida,Fort Myers,0,nan,nan,0,Employment,2017,3,04-01-2017,06-30-2017
Florida,Oakland Park,0,28,nan,39,Employment,2017,3,04-01-2017,06-30-2017
Florida,Orlando,0,13,nan,15,Employment,2017,3,04-01-2017,06-30-2017
Florida,Tampa,0,14,0,23,Employment,2017,3,04-01-2017,06-30-2017
Florida,West Palm Beach,0,nan,nan,28,Employment,2017,3,04-01-2017,06-30-2017
Georgia,Atlanta,0,84,nan,201,Employment,2017,3,04-01-2017,06-30-2017
Hawaii,Honolulu,0,0,0,nan,Employment,2017,3,04-01-2017,06-30-2017
Idaho,Boise,0,0,0,0,Employment,2017,3,04-01-2017,06-30-2017
Illinois,Chicago,0,51,10,176,Employment,2017,3,04-01-2017,06-30-2017
Indiana,Indianapolis,0,10,nan,25,Employment,2017,3,04-01-2017,06-30-2017
Iowa,Des Moines,0,nan,0,nan,Employment,2017,3,04-01-2017,06-30-2017
Kansas,Wichita,0,nan,0,nan,Employment,2017,3,04-01-2017,06-30-2017
Kentucky,Louisville,0,15,0,nan,Employment,2017,3,04-01-2017,06-30-2017
Louisiana,New Orleans,0,10,nan,18,Employment,2017,3,04-01-2017,06-30-2017
Maine,Portland,0,0,0,nan,Employment,2017,3,04-01-2017,06-30-2017
Maryland,Baltimore,0,35,nan,222,Employment,2017,3,04-01-2017,06-30-2017
Massachusetts,Boston,0,68,14,85,Employment,2017,3,04-01-2017,06-30-2017
Massachusetts,Lawrence,0,12,0,24,Employment,2017,3,04-01-2017,06-30-2017
Michigan,Detroit,0,26,nan,36,Employment,2017,3,04-01-2017,06-30-2017
Minnesota,St. Paul,0,nan,0,54,Employment,2017,3,04-01-2017,06-30-2017
Missouri,Kansas City,0,16,0,11,Employment,2017,3,04-01-2017,06-30-2017
Missouri,St. Louis,0,nan,0,30,Employment,2017,3,04-01-2017,06-30-2017
Montana,Helena,0,0,0,0,Employment,2017,3,04-01-2017,06-30-2017
Nebraska,Omaha,0,nan,nan,11,Employment,2017,3,04-01-2017,06-30-2017
Nevada,Las Vegas,0,nan,nan,22,Employment,2017,3,04-01-2017,06-30-2017
Nevada,Reno,0,nan,0,nan,Employment,2017,3,04-01-2017,06-30-2017
New Hampshire,Manchester,0,10,0,nan,Employment,2017,3,04-01-2017,06-30-2017
New Jersey,Mount Laurel,0,nan,nan,69,Employment,2017,3,04-01-2017,06-30-2017
New Jersey,Newark,0,82,12,296,Employment,2017,3,04-01-2017,06-30-2017
New Mexico,Albuquerque,0,10,0,nan,Employment,2017,3,04-01-2017,06-30-2017
New York,Albany,0,12,0,18,Employment,2017,3,04-01-2017,06-30-2017
New York,Buffalo,0,10,nan,22,Employment,2017,3,04-01-2017,06-30-2017
New York,Long Island,0,48,nan,140,Employment,2017,3,04-01-2017,06-30-2017
New York,New York,0,109,20,243,Employment,2017,3,04-01-2017,06-30-2017
New York,Queens,0,39,11,132,Employment,2017,3,04-01-2017,06-30-2017
North Carolina,Charlotte,0,nan,nan,36,Employment,2017,3,04-01-2017,06-30-2017
North Carolina,Raleigh,0,17,nan,26,Employment,2017,3,04-01-2017,06-30-2017
Ohio,Cincinnati,0,10,0,nan,Employment,2017,3,04-01-2017,06-30-2017
Ohio,Cleveland,0,nan,0,13,Employment,2017,3,04-01-2017,06-30-2017
Ohio,Columbus,0,nan,nan,21,Employment,2017,3,04-01-2017,06-30-2017
Oklahoma,Oklahoma City,0,18,nan,nan,Employment,2017,3,04-01-2017,06-30-2017
